video_name,result,coverage_percent,total_duration_sec,active_windows
Stealing084_x264,No Annotation,28.5,523.56,"[(0.006992, 2.624774625), (23.567035625000003, 36.65594875), (49.744861875, 62.833775), (70.687122875, 75.92268812500001), (94.2471665, 102.100514375), (125.66055800000001, 143.98503637500002), (196.340688875, 201.57625412500002), (219.90073250000003, 225.13629775), (267.02081975000004, 269.63860237500006), (282.72751550000004, 295.81642862500007), (329.8476027500001, 335.08316800000006), (340.31873325000004, 376.96769000000006), (384.82103787500006, 392.67438575000006), (408.38108150000005, 413.6166467500001), (450.26560350000005, 452.8833861250001), (489.5323428750001, 492.15012550000006), (497.3856907500001, 500.00347337500006)]"
Stealing086_x264,No Annotation,30.0,604.02,"[(6.046474420000001, 9.06659013), (24.167168680000003, 27.187284390000002), (51.34821007, 57.388441490000005), (81.54936717000001, 84.56948288000001), (99.67006143, 102.69017714), (120.81087140000001, 129.87121853000002), (132.89133424000002, 141.95168137000002), (147.99191279000001, 151.0120285), (181.21318560000003, 190.27353273000003), (193.29364844000003, 196.31376415000003), (199.33387986000002, 202.35399557000002), (226.51492125000004, 235.57526838000004), (256.71607835, 265.77642548), (268.79654119, 274.83677261), (283.89711974, 286.91723545), (292.95746687, 298.99769829), (305.03792971, 308.05804542), (311.07816113, 314.09827684), (329.19885539, 338.25920252000003), (350.33966536, 356.37989678), (362.4201282, 365.44024391), (368.46035962, 371.48047533), (380.54082246, 386.58105388), (392.6212853, 401.68163243000004), (413.76209527000003, 416.78221098), (434.90290524, 440.94313666), (465.10406234000004, 474.16440947), (495.30521944000003, 498.32533515), (525.5063765400001, 531.5466079600001), (534.5667236700001, 546.6471865100001), (549.6673022200001, 552.68741793), (585.9086907400001, 591.94892216), (597.9891535800001, 601.0092692900001)]"
Stealing087_x264,No Annotation,18.0,163.89,"[(0.004577, 2.4628789999999996), (16.393257000000002, 17.212691), (23.768163, 26.226465), (36.879107, 40.156842999999995), (53.267787, 54.906655), (71.295335, 74.573071), (78.67024099999999, 79.48967499999999), (99.97552499999999, 101.61439299999999), (103.253261, 104.072695), (111.44760099999999, 112.26703499999999), (120.461375, 122.10024299999999), (127.016847, 127.836281), (135.21118700000002, 136.850055), (138.488923, 139.308357), (147.502697, 149.96099900000002), (154.87760300000002, 156.51647100000002), (157.335905, 159.794207)]"
Stealing088_x264,No Annotation,24.5,427.59,"[(0.006192, 10.695858825000002), (12.833792190000002, 27.799325745000004), (29.937259110000003, 36.351059205000006), (76.97179314000002, 79.10972650500001), (81.24765987, 87.661459965), (89.79939333000002, 104.76492688500001), (141.10979409, 143.24772745500002), (207.38572840500004, 209.52366177000002), (213.79952850000004, 218.07539523000003), (226.62712869000003, 233.04092878500003), (299.31686310000003, 301.454796465), (389.1100644300001, 406.21353135000004), (410.48939808000006, 419.04113154000004), (421.1790649050001, 427.592865)]"
Stealing089_x264,No Annotation,18.0,430.65,"[(0.00578, 2.159050175), (8.618860699999999, 10.772130874999998), (15.078671224999999, 19.385211575), (198.10663609999997, 200.25990627499996), (215.33279749999997, 217.48606767499996), (228.25241854999996, 234.71222907499998), (236.86549924999997, 251.93839047499998), (286.390713275, 299.310334325), (307.923415025, 310.0766852), (331.60938695, 338.069197475), (340.22246765, 346.68227817499996), (385.441141325, 394.054222025), (396.2074922, 402.667302725)]"
Stealing091_x264,No Annotation,4.5,19.32,"[(0.00773, 0.104333545), (5.900546244999999, 6.286960424999999), (6.383563969999999, 6.673374604999999), (6.96318524, 7.059788784999999)]"
Stealing092_x264,No Annotation,21.0,450.59,"[(0.007504, 2.26043969), (42.81328211, 45.066217800000004), (63.08970332, 72.10144608), (76.60731746, 90.12493160000001), (117.16015988000001, 119.41309557000001), (144.19538816000002, 146.44832385), (232.05988007000002, 238.81868714000004), (250.08336559000003, 252.33630128000001), (254.58923697000003, 259.09510835), (261.34804404, 272.61272249), (290.63620801, 299.64795077), (301.90088646, 306.40675784), (335.69492181, 342.45372888), (349.21253595, 353.71840733), (398.77712113, 401.03005682), (403.28299251, 412.29473527), (419.05354234000004, 421.30647803)]"
Stealing093_x264,No Annotation,18.5,40.16,"[(0.004641, 1.81168602), (15.665697840000002, 15.86648062), (16.0672634, 17.271960080000003), (17.67352564, 17.874308420000002), (21.0868329, 21.287615680000002), (21.488398460000003, 21.689181240000003), (25.704836840000002, 27.511881860000003), (33.93693082, 35.743975840000004)]"
Stealing094_x264,No Annotation,18.0,129.12,"[(0.00672, 3.2347507999999996), (14.210055519999997, 14.855661679999997), (16.146874, 18.08369248), (29.058997199999997, 30.99581568), (32.287028, 32.93263416), (33.57824032, 34.22384648), (43.262332719999996, 43.907938879999996), (44.553545039999996, 47.135969679999995), (49.072788159999995, 52.300818959999994), (54.23763743999999, 56.17445591999999), (69.73218528, 72.96021608), (92.32840087999999, 94.91082551999999)]"
Stealing095_x264,No Annotation,15.5,24.19,"[(0.007411, 2.5472416149999995), (15.367339004999998, 15.488283319999997), (15.972060579999997, 16.093004895), (16.334893525, 17.302448045)]"
Stealing096_x264,No Annotation,16.0,219.49,"[(0.007152, 2.20202455), (49.39178437499999, 52.6840932), (59.26871085, 63.65845595), (65.8533285, 66.950764775), (71.34050987500001, 72.43794615), (73.53538242500001, 74.6328187), (102.068725575, 104.263598125), (107.55590695000001, 109.75077950000001), (117.432833425, 118.5302697), (125.11488735, 130.60206872499998), (150.355921675, 155.84310305), (176.69439227499998, 182.18157365)]"
Stealing097_x264,No Annotation,26.0,37.49,"[(0.00472, 3.566170535), (5.62806295, 7.315065835), (8.064844895000002, 9.564403015000002), (10.126737310000001, 12.001184960000002), (12.376074490000002, 13.500743080000001)]"
Stealing098_x264,No Annotation,22.0,114.59,"[(1.72336532, 2.29632076), (6.87996428, 7.45291972), (11.463607799999998, 12.03656324), (16.62020676, 17.1931622), (21.203850279999997, 21.77680572), (30.944092759999997, 31.517048199999998), (35.52773628, 36.10069172), (40.68433524, 41.257290680000004), (45.26797876, 46.41388964), (49.85162228, 50.99753316), (52.14344404, 53.28935492), (55.008221240000005, 55.58117668), (64.74846371999999, 65.32141915999999), (69.33210724, 69.90506268), (74.4887062, 75.06166164), (79.07234971999999, 79.64530515999999), (84.22894867999999, 85.37485955999999), (88.8125922, 89.38554764), (95.68805748, 96.26101292), (97.40692379999999, 97.97987923999999), (98.55283467999999, 100.84465644), (102.56352276, 103.70943363999999), (105.42829995999999, 111.73080979999999), (112.87672067999999, 114.595587)]"
