video_name,result,coverage_percent,total_duration_sec,active_windows
Robbery070_x264,Success,16.5,19.13,"[(0.004304, 0.09996829999999998), (0.3869611999999999, 0.4826254999999999), (0.6739540999999999, 0.7696183999999998), (1.8219256999999998, 1.9175899999999997), (2.0132542999999994, 3.1612258999999994), (3.256890199999999, 3.543883099999999), (3.639547399999999, 3.926540299999999), (11.675348599999998, 11.771012899999997), (12.823320199999996, 12.918984499999997), (13.588634599999997, 13.684298899999996), (13.779963199999996, 13.875627499999997), (13.971291799999996, 14.066956099999997), (14.162620399999996, 14.258284699999997), (14.353948999999997, 14.640941899999996), (17.7978638, 17.893528099999997), (18.180521, 18.276185299999998)]"
Robbery071_x264,Success,16.0,51.4,"[(1.0342867999999998, 1.291286), (1.5482851999999998, 2.3192828), (6.1742707999999995, 6.43127), (8.7442628, 9.515260399999999), (10.5432572, 10.800256399999999), (13.3702484, 13.627247599999999), (13.8842468, 14.398245199999998), (18.2532332, 18.5102324), (29.561197999999997, 29.818197199999997), (37.0141748, 37.5281732), (39.5841668, 41.126162), (41.383161199999996, 42.411158), (42.668157199999996, 43.182155599999994), (46.266146, 46.523145199999995), (49.6071356, 50.37813319999999)]"
Robbery072_x264,Success,17.0,45.6,"[(0.005618, 2.28564165), (2.969648745, 5.93367949), (13.001752805, 13.6857599), (15.737781185000001, 16.421788279999998), (26.225889975, 26.45389234), (28.961918355, 29.18992072), (33.065960925, 33.521965655), (45.378088635, 45.606091)]"
Robbery073_x264,Success,16.5,249.37,"[(113.468413845, 120.949437615), (127.18362409, 140.898834335), (143.39250892500002, 145.886183515), (149.62669540000002, 152.12036999), (153.367207285, 155.86088187500002), (158.354556465, 160.848231055), (225.683770395, 231.91795687), (235.658468755, 239.39898064000002)]"
Robbery074_x264,Success,15.5,25.87,"[(0.006736, 1.94674375), (5.30942385, 5.4387577), (9.8361086, 9.96544245), (12.422785600000001, 12.81078715), (13.9747918, 14.10412565), (24.5801675, 25.873506)]"
Robbery075_x264,Success,24.0,96.67,"[(0.006898, 0.9735697299999999), (1.94024146, 10.156951164999999), (11.60695876, 15.956981545), (39.157103065, 39.640438929999995), (65.74057564, 66.70724737), (70.09059842500001, 70.57393429), (80.723987455, 86.52401783500001), (93.290719945, 95.224063405)]"
Robbery076_x264,Success,13.0,25.13,"[(1.01092084, 1.13658757), (5.786256580000001, 5.911923310000001), (6.03759004, 7.294257340000001), (7.41992407, 7.922590990000001), (8.173924450000001, 8.29959118), (8.425257910000001, 8.55092464), (8.802258100000001, 8.92792483), (10.81292578, 10.938592510000001), (16.97059555, 17.72459593)]"
Robbery077_x264,Success,13.0,37.2,"[(4.28490034, 4.6569035), (11.91096512, 12.46896986), (12.84097302, 13.58497934), (21.02504254, 21.95505044), (24.74507414, 25.117077300000002), (25.48908046, 26.41908836), (27.907101, 28.09310258), (28.46510574, 29.20911206)]"
Robbery078_x264,Success,36.5,79.37,"[(5.560247090000001, 5.957083025), (8.73493457, 21.830520425), (24.60837197, 25.40204384), (25.798879775, 32.148254735), (32.941926605000006, 38.49762969500001), (39.291301565000005, 40.48180937000001), (54.37106709500001, 55.164738965000005), (61.91094986000001, 62.70462173000001)]"
Robbery079_x264,Success,13.5,24.13,"[(7.12751303, 7.972197220000001), (12.074949, 12.195618170000001), (12.43695651, 12.557625680000001), (15.333016590000002, 15.45368576), (19.07376086, 19.315099200000002), (19.43576837, 20.039114220000002), (20.15978339, 20.40112173), (20.521790900000003, 21.12513675), (21.7284826, 21.96982094), (22.09049011, 22.21115928)]"
Robbery080_x264,Success,25.0,81.9,"[(8.606062835000001, 10.653563510000001), (11.063063645000002, 14.748564860000002), (15.567565130000002, 15.977065265000002), (16.386565400000002, 19.253066345), (20.072066615000004, 25.395568370000003), (26.214568640000003, 27.033568910000003), (49.96557647000001, 53.24157755000001), (75.35458484, 76.17358511), (80.678086595, 81.906587)]"
Robbery081_x264,Success,17.5,182.48,"[(9.1290395, 14.603419399999998), (16.4282127, 18.253006), (29.201765799999997, 31.938955749999998), (32.8513524, 35.58854235), (41.06292225, 41.9753189), (46.53730215, 47.4496988), (58.3984586, 60.2232519), (99.45630784999999, 100.36870449999999), (102.19349779999999, 105.84308439999998), (106.75548104999999, 108.58027434999998), (109.49267099999999, 111.31746429999998), (112.22986094999999, 114.05465424999998), (115.87944754999998, 117.70424084999999), (119.52903414999999, 121.35382744999998), (178.8348164, 180.6596097)]"
Robbery082_x264,Success,25.0,51.75,"[(0.005473, 2.5928023999999996), (2.8515353399999994, 3.110268279999999), (3.3690012199999995, 3.6277341599999993), (3.8864670999999995, 4.14520004), (4.4039329799999996, 4.662665919999999), (4.92139886, 5.1801318), (17.081847039999996, 17.340579979999998), (17.599312919999996, 17.858045859999997), (18.116778799999995, 18.375511739999997), (22.515238779999997, 22.773971719999995), (35.193152839999996, 35.45188578), (35.71061872, 35.96935166), (36.228084599999995, 36.48681754), (36.74555048, 38.815414), (39.07414694, 39.33287988), (39.591612819999995, 39.850345759999996), (40.1090787, 40.36781164), (40.626544579999994, 40.885277519999995), (41.14401046, 41.4027434), (41.66147634, 41.920209279999995), (42.178942219999996, 42.6964081), (45.02500456, 45.80120338), (46.05993632, 46.31866925999999), (49.68219747999999, 51.752061)]"
Robbery083_x264,Success,18.0,31.48,"[(0.006851, 0.7938513500000001), (1.73825177, 2.52525212), (2.68265219, 3.6270526100000002), (6.93245408, 7.404654290000001), (9.4508552, 9.608255269999999), (9.76565534, 10.08045548), (20.626260170000002, 20.78366024), (21.72806066, 22.829861150000003), (30.54246458, 31.486865)]"
Robbery084_x264,Success,21.5,106.45,"[(0.005218, 0.5374493600000001), (2.1341434400000003, 4.2630688800000005), (5.85976296, 7.456457040000001), (13.843233360000001, 15.43992744), (22.35893512, 22.891166480000003), (27.681248720000003, 28.21348008), (29.2779428, 36.72918184), (43.115958160000005, 44.712652240000004), (87.8233924, 88.35562376), (93.145706, 93.67793736), (94.74240008000001, 97.93578824000001), (101.1291764, 102.19363912000001), (104.85479592, 106.45149)]"
Robbery085_x264,No Annotation,23.0,61.71,"[(0.005572, 5.868248575), (6.1768105, 6.485372425), (7.102496275, 7.4110582), (15.742230175000001, 16.050792100000002), (16.359354025000002, 16.976477875), (19.7535352, 20.062097125), (20.37065905, 20.987782900000003), (21.296344825000002, 22.222030600000004), (22.530592525000003, 22.839154450000002), (54.3124708, 54.621032725000006), (55.855280425000004, 56.16384235), (56.7809662, 57.39809005), (57.70665197500001, 58.632337750000005), (58.940899675000004, 61.409395075000006)]"
Robbery086_x264,No Annotation,15.5,239.38,"[(40.70070690000001, 44.29139895000001), (46.68519365000001, 49.07898835000001), (59.85106450000001, 61.04796185000001), (68.22934595000001, 71.82003800000001), (83.78901150000002, 84.98590885000002), (98.15177970000002, 99.34867705000002), (100.54557440000002, 102.93936910000002), (104.13626645000002, 105.33316380000002), (111.31765055000002, 112.51454790000003), (126.87731610000002, 128.07421345), (162.7842366, 166.37492865000002), (190.31287565000002, 193.90356770000002), (210.66013060000003, 216.64461735000003), (223.82600145000004, 226.21979615000004), (227.41669350000004, 229.8104882)]"
Robbery087_x264,No Annotation,20.0,32.61,"[(0.006112, 0.9844375299999999), (1.1474917849999997, 1.3105460399999997), (8.158824749999999, 8.321879005), (15.822374734999999, 18.59429707), (19.246514089999998, 19.5726226), (20.387893875, 20.55094813), (21.692327915, 22.018436425), (22.344544935, 22.50759919), (22.833707699999998, 23.322870464999998), (24.627304504999998, 25.279521525), (26.257847055, 26.420901309999998), (26.583955565, 26.74700982)]"
Robbery088_x264,No Annotation,15.5,156.74,"[(13.327503554999998, 14.111227469999998), (47.027631899999996, 48.595079729999995), (49.37880364499999, 50.946251475), (51.72997538999999, 53.29742321999999), (54.081147134999995, 55.648594964999994), (58.78349062499999, 59.567214539999995), (61.134662369999994, 61.91838628499999), (62.70211019999999, 63.485834114999996), (72.890521095, 73.67424500999999), (78.3765885, 79.94403633), (83.07893199, 86.21382765), (97.969686375, 98.75341028999999), (99.537134205, 102.672029865), (112.07671684499999, 113.644164675), (115.99533642, 117.56278424999999), (127.751195145, 128.53491906), (129.318642975, 130.88609080499998)]"
Robbery089_x264,No Annotation,23.5,8.28,"[(0.7506235399999999, 0.79202157), (0.8748176299999999, 0.9162156599999999), (0.9576136899999999, 0.9990117199999998), (1.12320581, 1.16460384), (1.2473999, 1.2887979299999999), (1.33019596, 1.37159399), (1.45439005, 1.57858414), (1.7027782299999998, 1.78557429), (1.8269723199999999, 1.9097683799999998), (1.95116641, 1.9925644399999998), (2.0753605, 2.19955459), (2.32374868, 2.36514671), (2.44794277, 2.4893408), (2.5307388299999998, 2.61353489), (2.65493292, 2.77912701), (2.9033211, 2.9447191299999997), (3.15170928, 3.19310731), (3.2759033699999995, 3.4000974599999996), (3.5242915499999996, 3.56568958), (3.6484856399999996, 3.6898836699999995), (3.7312817, 3.8140777599999995), (3.85547579, 3.9796698799999994), (4.10386397, 4.145262), (4.2280580599999995, 4.310854119999999), (4.35225215, 4.39365018), (4.47644624, 4.600640329999999), (4.72483442, 4.7662324499999995), (4.849028509999999, 4.89042654), (5.55279502, 5.5941930499999994), (5.676989109999999, 5.718387139999999)]"
Robbery090_x264,No Annotation,12.0,222.91,"[(4.466078919999999, 5.580640649999999), (25.64275179, 35.67380736), (37.902930819999995, 41.24661601), (64.65241233999998, 67.99609752999999), (69.11065925999999, 72.45434445), (99.20382596999998, 101.43294942999998), (111.46400499999999, 112.57856672999999), (134.86980133, 135.98436306), (191.71244955999998, 192.82701129)]"
Robbery091_x264,No Annotation,21.0,62.58,"[(8.141774900000001, 10.644972100000002), (15.025567200000001, 18.1545637), (21.909359500000004, 22.222259150000003), (28.480252150000002, 29.731850750000003), (31.922148300000003, 32.86084725), (34.4253455, 36.61564305), (41.62203745, 41.9349371), (42.5607364, 42.87363605), (54.13802345, 56.328321)]"
Robbery092_x264,No Annotation,33.0,27.31,"[(0.006864, 2.19184248), (7.7908498349999995, 14.618907584999999)]"
Robbery093_x264,No Annotation,20.5,38.08,"[(14.858633569999997, 15.239441199999998), (16.762671719999997, 16.953075534999996), (18.095498424999995, 19.047517499999998), (24.188420504999996, 24.950035764999996), (25.330843394999995, 25.902054839999995), (29.519727324999995, 31.423765474999996), (33.89901507, 34.089418885), (34.66063033, 35.422245589999996), (35.612649405, 36.374264665), (36.755072295, 38.087899)]"
Robbery094_x264,No Annotation,22.0,123.65,"[(0.005665, 2.4785898600000005), (6.806208365000001, 11.752058085000003), (19.170832665000002, 22.261988740000003), (25.353144815000004, 27.826069675000006), (28.444300890000005, 32.771919395000005), (33.390150610000006, 34.00838182500001), (37.09953790000001, 39.57246276000001), (50.08239341500001, 51.31885584500001), (56.88293678000001, 59.35586164000001), (59.97409285500001, 60.59232407000001), (71.72048594, 72.33871715500001), (97.06796575500002, 97.68619697000001), (103.25027790500002, 104.48674033500001)]"
Robbery095_x264,No Annotation,26.0,41.31,"[(0.006115, 0.6257913399999999), (5.78976084, 6.615995959999999), (7.855348639999999, 10.127495219999998), (14.258670819999997, 15.911141059999997), (18.389846419999998, 19.83575788), (23.760374699999996, 25.206286159999998), (27.271873959999997, 29.750579319999996)]"
Robbery096_x264,No Annotation,16.5,133.75,"[(40.12863379999999, 43.47227994999999), (62.865427619999984, 71.55890760999998), (72.89636606999998, 74.23382452999998), (76.90874144999998, 80.25238759999998), (107.67028602999997, 110.34520294999997), (119.03868293999997, 121.04487062999998), (125.72597523999997, 126.39470446999997)]"
Robbery097_x264,No Annotation,27.0,117.08,"[(0.006306, 0.591700765), (40.398544785, 46.837887200000004), (56.20420344, 56.789598205), (57.37499297, 63.22894062), (63.814335385, 64.39973015), (65.57051967999999, 67.32670397499999), (69.08288827, 70.839072565), (72.00986209499999, 75.522230685), (79.03459927499999, 84.30315216), (101.27960034499999, 105.962758465), (106.54815323, 107.13354799499999)]"
Robbery098_x264,No Annotation,15.0,402.75,"[(52.36351002, 58.40471133), (88.61071788, 92.63818542), (120.8304582, 128.88539328), (157.07766605999998, 159.09139983), (223.53088047, 227.55834800999997), (241.65448439999997, 243.66821817), (257.76435456, 265.81928964), (281.92915980000004, 285.95662734), (287.97036111, 289.98409488000004), (291.99782865000003, 294.01156242), (300.05276373000004, 302.0664975), (326.23130274, 332.27250405), (342.3411729, 348.38237421), (356.43730929000003, 360.46477683)]"
Robbery099_x264,No Annotation,32.5,52.68,"[(1.0579698400000002, 6.062426580000001), (6.325819040000002, 9.749921020000002), (24.236506320000004, 24.499898780000006), (26.607038460000005, 27.133823380000006), (27.397215840000005, 29.504355520000008), (30.294532900000007, 31.348102740000005), (35.825774560000006, 36.352559480000004), (36.8793444, 40.040053920000005), (48.205220180000005, 49.258790020000006)]"
Robbery100_x264,No Annotation,16.0,148.95,"[(27.559912195000003, 28.304644930000002), (32.77304134, 35.751972280000004), (42.454566895, 43.199299630000006), (45.433497835000004, 46.922963305), (50.64662698, 55.859756125000004), (58.838687065, 59.5834198), (85.649065525, 87.13853099500001), (87.88326373000001, 88.62799646500001), (89.37272920000001, 90.11746193500001), (90.86219467000001, 91.60692740500001), (96.075323815, 97.564789285), (130.333029625, 134.0566933), (135.54615877, 137.780356975), (139.269822445, 140.01455518)]"
Robbery101_x264,No Annotation,17.0,110.81,"[(0.007664, 7.764524860000001), (8.31858635, 9.980770820000002), (10.53483231, 11.088893800000001), (17.18357019, 18.29169317), (33.2513534, 33.80541489), (58.18412045, 58.738181940000004), (62.06255088, 62.616612370000006), (64.83285833000001, 65.38691982000002), (68.15722727, 69.26535025000001), (69.81941174, 72.03565770000002), (72.58971919000001, 73.14378068), (86.44125644000002, 88.10344091000002)]"
Robbery102_x264,No Annotation,25.0,60.11,"[(19.842063529999997, 22.547186374999995), (35.471662189999996, 36.072800599999994), (36.974508215, 37.275077419999995), (39.67963106, 39.98020026499999), (40.581338675, 45.69101515999999), (46.592722775, 46.893291979999994), (48.69670720999999, 50.50012244), (51.70239925999999, 55.60979892499999)]"
Robbery103_x264,No Annotation,24.5,72.05,"[(0.00789, 0.368126625), (2.889783, 7.572859124999999), (47.5591245, 47.919361125), (48.27959775, 48.639834375), (55.124093625, 67.01190225)]"
Robbery104_x264,No Annotation,19.5,57.41,"[(0.006483, 3.73834477), (9.47967057, 12.063267179999999), (26.70364797, 26.99071426), (28.713112, 31.87084119), (32.444973770000004, 32.73204006), (49.38188488, 50.243083750000004), (50.81721633, 51.104282620000006)]"
Robbery105_x264,No Annotation,24.5,72.94,"[(14.960839649999999, 18.972799799999997), (19.337523449999996, 20.066970749999996), (21.161141699999995, 22.620036299999995), (31.738127549999994, 38.667876899999996), (39.3973242, 42.315113399999994), (42.679837049999996, 44.13873165), (55.809888449999995, 56.1746121)]"
Robbery106_x264,No Annotation,12.0,39.21,"[(0.00416, 0.7883934), (8.6307274, 10.1991942), (11.96371935, 12.1597777), (18.62970325, 19.021819949999998), (19.2178783, 19.80605335), (20.590286749999997, 20.7863451), (21.37452015, 22.158753549999997), (38.039479899999996, 38.23553825)]"
Robbery107_x264,No Annotation,34.0,55.35,"[(0.007488, 1.3911171249999998), (19.101569924999996, 21.868828174999997), (28.510247974999995, 33.214587), (40.132732625, 43.73016835), (47.327604074999996, 53.69229805)]"
Robbery108_x264,No Annotation,17.0,47.05,"[(0.9470277399999999, 1.4174856099999997), (12.002787684999998, 12.473245554999998), (13.414161294999998, 13.649390229999998), (18.35396893, 19.059655735), (31.997247159999997, 32.46770503), (32.938162899999995, 33.879078639999996), (34.114307575, 34.34953651), (35.290452249999994, 35.525681184999996), (35.76091012, 38.818886275), (45.170067519999996, 46.346212195)]"
Robbery109_x264,No Annotation,30.5,99.95,"[(2.00555642, 4.00450484), (10.501087205000001, 12.500035625), (15.498458255000001, 17.997143780000002), (19.9960922, 29.9908343), (30.490571405, 30.990308510000002), (39.9855764, 40.98505061), (41.484787715, 41.984524820000004), (42.484261925, 46.98189587), (69.9698027, 70.469539805), (76.466385065, 77.465859275), (78.96507059, 81.463756115), (81.96349322, 82.96296743), (94.456920845, 95.456395055), (95.95613216000001, 96.455869265), (98.95455479, 99.954029)]"
Robbery110_x264,No Annotation,16.5,84.11,"[(0.004993, 0.42556001000000004), (10.09860124, 12.622003300000001), (18.93050845, 19.35107546), (20.612776489999998, 21.45391051), (21.87447752, 22.29504453), (39.95885895, 41.22055998), (47.52906513, 47.94963214), (49.21133317, 49.63190018), (51.73473523, 52.99643626), (54.25813729, 54.6787043), (66.03401357, 71.5013847)]"
Robbery111_x264,No Annotation,11.0,189.55,"[(64.45377826, 65.40151545500001), (66.34925265000001, 68.24472704), (72.03567582000001, 72.98341301500001), (97.624580085, 98.57231728000001), (101.41552886500001, 104.25874045), (105.206477645, 106.15421484000001), (130.79538191, 131.743119105), (140.27275386, 141.220491055), (152.593337395, 155.43654898), (166.80939532, 170.6003441), (171.548081295, 173.443555685), (174.39129288, 176.28676727)]"
Robbery112_x264,No Annotation,28.5,44.95,"[(0.005105, 3.3761200249999996), (3.6008543599999996, 4.05032303), (22.253804165, 24.051678844999998), (24.725881849999997, 25.17535052), (27.872162539999998, 28.546365544999997), (29.445302884999997, 33.939989585), (35.737864265, 37.31100461)]"
Robbery113_x264,No Annotation,19.5,26.45,"[(0.006352, 0.138587575), (4.2378903999999995, 4.370125975), (5.03130385, 5.295774999999999), (5.560246149999999, 6.089188449999999), (6.221424024999999, 6.61813075), (6.882601899999999, 7.1470730499999995), (7.808250924999999, 8.072722075), (8.204957649999999, 8.601664374999999), (9.395077825, 12.172024899999998)]"
Robbery114_x264,No Annotation,17.0,68.18,"[(19.780142860000005, 24.211851570000004), (27.620858270000006, 28.643560280000006), (35.46157368000001, 35.80247435000001), (38.188779040000014, 38.870580380000014), (54.21111053000001, 54.89291187000001), (55.23381254000002, 55.57471321000001), (57.62011723000001, 57.961017900000016), (64.43813063, 68.188038)]"
Robbery115_x264,No Annotation,22.5,60.45,"[(2.72507135, 7.8631029), (8.76981435, 9.0720515), (9.6765258, 10.58323725), (11.792185850000001, 15.116794500000001), (15.7212688, 16.02350595), (29.321940550000004, 29.624177700000004), (36.8778693, 37.784580749999996), (44.736035199999996, 45.03827235), (52.89643825, 55.0120983)]"
Robbery116_x264,No Annotation,17.5,14.21,"[(7.324470369999999, 7.39554116), (8.31946143, 8.39053222), (8.5326738, 8.60374459), (8.81695696, 8.88802775), (10.09623118, 10.45158513), (10.52265592, 10.6647975), (10.735868289999999, 10.87800987), (11.02015145, 11.09122224), (11.23336382, 11.30443461), (11.51764698, 11.73085935), (11.80193014, 12.72585041), (12.7969212, 12.86799199), (13.010133569999999, 13.08120436), (13.64977068, 13.72084147), (14.14726621, 14.218337)]"
Robbery117_x264,No Annotation,15.0,111.08,"[(4.44787684, 5.5586775500000005), (8.89107968, 10.557280745000002), (15.555883940000001, 17.777485360000004), (22.776088555000005, 24.997689975000004), (26.108490685000003, 26.663891040000003), (32.21789459000001, 33.884095655), (37.21649778500001, 38.32729849500001), (51.101506660000005, 52.212307370000005), (69.98511873, 72.20672015000001), (73.31752086, 74.983721925), (106.08614180500001, 107.196942515)]"
Robbery118_x264,No Annotation,15.5,64.21,"[(1.611724525, 2.253872335), (2.57494624, 5.14353748), (5.464611385, 6.1067591949999995), (7.71212872, 8.35427653), (8.996424339999999, 9.317498245), (9.959646054999999, 10.280719959999999), (11.886089485, 12.207163389999998), (18.62864149, 18.949715395), (21.83938054, 23.12367616), (26.013341304999997, 26.97656302), (32.75589331, 34.04018893), (35.96663236, 36.287706265), (63.900062094999996, 64.221136)]"
Robbery119_x264,No Annotation,22.5,101.48,"[(10.152560300000001, 14.719231985000002), (15.734047915000001, 17.256271810000005), (17.763679775000004, 19.793311635000006), (20.300719600000004, 21.315535530000005), (23.345167390000004, 24.359983320000005), (28.926655005000004, 29.434062970000006), (31.463694830000005, 31.971102795000007), (44.656301920000004, 48.71556564000001), (49.22297360500001, 54.29705325500001), (87.27857098000001, 87.78597894500001), (88.80079487500001, 89.81561080500002), (93.36746656000001, 94.38228249000001)]"
Robbery120_x264,No Annotation,18.5,31.21,"[(0.00752, 0.63180408), (0.94394612, 1.41215918), (1.88037224, 2.03644326), (5.938218760000001, 6.09428978), (8.74749712, 8.903568139999999), (9.05963916, 9.21571018), (10.1521363, 10.30820732), (11.55677548, 12.80534364), (18.57997138, 19.20425546), (19.36032648, 19.5163975), (25.7592383, 27.3199485), (30.90958196, 31.221724)]"
Robbery121_x264,No Annotation,19.5,45.95,"[(0.00672, 1.155347625), (3.912053925, 4.14177945), (4.371504975, 4.830956024999999), (25.965704325, 27.344057475), (27.803508524999998, 28.262959575), (28.4926851, 28.722410625), (30.560214825, 32.1682935), (32.398019024999996, 32.62774455), (33.316921125, 34.9249998), (40.4384124, 40.897863449999996), (41.81676555, 42.2762166), (42.505942125, 43.1951187)]"
Robbery122_x264,No Annotation,19.0,33.88,"[(0.005396, 0.6830111200000001), (0.8524149000000001, 1.0218186800000002), (2.885260260000001, 3.2240678200000006), (3.3934716000000007, 3.562875380000001), (4.240490500000001, 4.409894280000001), (4.579298060000001, 4.918105620000001), (8.64498878, 8.983796340000001), (11.524853040000002, 11.863660600000001), (13.557698400000001, 13.727102180000001), (13.896505960000002, 14.065909740000002), (15.251736200000002, 15.590543760000003), (24.399540320000007, 24.907751660000006), (25.077155440000006, 25.415963000000005), (26.093578120000007, 26.601789460000006), (26.771193240000006, 28.465231040000006), (33.71674822000001, 33.886152)]"
Robbery123_x264,No Annotation,23.0,35.14,"[(1.41384572, 1.589566435), (10.551322899999999, 10.727043615), (10.90276433, 15.12006149), (16.174385779999998, 16.87726864), (17.755872215, 18.28303436), (22.85177295, 23.730376525), (23.90609724, 24.433259385), (29.704880835, 30.58348441)]"
Robbery124_x264,No Annotation,24.0,317.38,"[(0.007986, 3.18178964), (12.70320056, 17.46390602), (23.811513299999998, 25.39841512), (46.028138780000006, 52.375746060000004), (74.59237154, 80.93997882000001), (84.11378246000001, 98.39589884), (158.69816799999998, 163.45887345999998), (169.80648073999998, 174.56718619999998), (188.84930258, 198.3707135), (212.65282987999998, 214.2397317), (217.41353533999998, 220.58733898), (222.17424079999998, 225.34804444), (226.93494626, 230.1087499), (231.69565172, 233.28255353999998), (260.25988448000004, 266.60749176), (315.80144818, 317.38835)]"
Robbery125_x264,No Annotation,19.5,235.41,"[(20.015396445, 23.546603700000002), (71.80643618500001, 74.16057435500001), (76.51471252500001, 77.69178161), (78.868850695, 80.04591978), (81.222988865, 82.40005795), (87.10833429, 88.28540337500002), (91.81661063000001, 92.99367971500001), (94.17074880000001, 96.52488697000001), (105.94143965, 107.118508735), (120.06626867000001, 123.59747592500001), (130.65989043500002, 131.83695952000002), (135.36816677500002, 137.72230494500002), (147.138857625, 153.02420305), (157.73247939, 161.263686645), (162.44075573, 165.971962985), (168.326101155, 170.680239325), (180.09679200500003, 183.62799926000002), (216.58593364, 221.29420998)]"
Robbery126_x264,No Annotation,15.5,51.25,"[(6.924392460000001, 7.1806284400000004), (12.561584020000002, 12.817820000000001), (24.348439100000004, 24.604675080000003), (25.885854980000005, 26.398326940000004), (31.266810560000003, 31.779282520000006), (32.29175448, 33.06046242), (33.3166984, 36.64776614), (44.078609560000004, 44.8473175), (45.10355348, 45.35978946), (50.22827308, 51.253217)]"
Robbery127_x264,No Annotation,7.5,41.38,"[(6.211633249999999, 6.4185346249999995), (7.03923875, 7.246140124999999), (16.763603375, 16.97050475), (17.3843075, 17.798110249999997), (18.625715749999998, 19.660222625), (19.867124, 20.28092675), (20.487828125, 20.694729499999998), (20.901630875, 21.315433624999997)]"
Robbery128_x264,No Annotation,36.0,219.18,"[(0.004817, 1.10071735), (9.86792015, 15.347421899999999), (16.443322249999998, 17.5392226), (18.63512295, 35.0736282), (107.4030513, 112.88255305), (165.48576985, 169.86937125), (170.9652716, 175.348873), (176.44477335, 178.63657405), (179.7324744, 203.8422821), (204.93818245, 219.184887)]"
Robbery129_x264,No Annotation,17.0,73.88,"[(1.8538979249999998, 2.96210688), (3.70091285, 4.070315835), (4.4397188199999995, 7.025539715), (9.611360609999998, 11.458375534999998), (11.827778519999999, 12.935987475), (13.305390459999998, 14.413599414999998), (14.783002399999999, 15.152405384999998), (34.361360605, 35.100166574999996), (55.047927765, 57.633748659999995), (67.97703224, 68.346435225), (73.51807701499999, 73.88748)]"
Robbery130_x264,No Annotation,19.0,60.35,"[(3.62707538, 5.739210685000001), (9.963481295, 12.980817445), (16.601620825, 16.90335444), (27.16229735, 27.76576458), (33.19696965000001, 33.498703265), (37.722973875, 38.92990833500001), (43.45591256, 43.757646175000005), (49.188851245, 49.490584860000006), (50.094052090000005, 50.395785705), (54.62005631500001, 57.33565885), (60.051261385000004, 60.352995)]"
Robbery131_x264,No Annotation,9.0,49.71,"[(26.84958454, 27.098151795), (28.092420815, 28.340988069999998), (28.83812258, 29.583824345), (30.080958855, 30.32952611), (33.312333169999995, 34.30660218999999), (34.555169445, 35.05230395499999), (36.046572975, 36.295140229999994), (37.28940925, 37.537976504999996), (38.035111015, 38.283678269999996), (46.237830429999995, 46.48639768499999), (49.220637489999994, 49.717772)]"
Robbery132_x264,No Annotation,18.5,21.25,"[(9.354980159999998, 9.567448549999998), (14.454221519999999, 14.560455714999998), (15.304095079999998, 15.410329274999999), (15.729031859999997, 16.260202835), (16.472671225, 16.685139615), (16.79137381, 18.172418345), (18.27865254, 19.34099449), (19.447228685, 19.659697075), (21.146975805, 21.25321)]"
Robbery133_x264,No Annotation,13.5,58.98,"[(7.08333832, 8.55785672), (10.62218248, 13.866122959999998), (15.93044872, 16.81515976), (18.87948552, 19.46929288), (31.26544008, 32.739958480000006), (58.691482320000006, 58.986386)]"
Robbery134_x264,No Annotation,28.0,20.25,"[(10.333098569999997, 10.434331104999998), (10.636796174999997, 10.738028709999998), (10.940493779999997, 11.142958849999998), (11.244191384999997, 11.547888989999997), (11.649121524999998, 11.851586594999997), (12.054051664999998, 12.256516734999998), (12.357749269999998, 12.560214339999998), (12.762679409999997, 12.965144479999998), (13.167609549999998, 13.370074619999997), (13.471307154999998, 13.673772224999997), (13.977469829999997, 14.382399969999998), (14.483632504999997, 14.787330109999997), (14.888562644999997, 15.192260249999997), (15.293492784999998, 15.495957854999997), (15.597190389999998, 15.900887994999998), (16.00212053, 16.204585599999998), (16.305818135, 16.60951574), (16.710748275, 16.913213345), (17.115678414999998, 17.318143485), (17.520608555, 17.62184109), (17.82430616, 18.128003765), (18.2292363, 18.43170137), (18.634166439999998, 18.735398975), (18.937864044999998, 19.140329115), (19.44402672, 19.545259254999998), (19.747724324999997, 19.848956859999998), (20.051421929999997, 20.253887)]"
Robbery135_x264,No Annotation,17.0,108.78,"[(15.23426148, 15.778163890000002), (23.392797630000004, 25.024504860000004), (26.112309680000003, 27.2001145), (44.60499162000001, 45.69279644000001), (46.23669885000001, 48.95621090000001), (50.04401572000001, 50.587918130000006), (53.30743018000001, 59.29035669000001), (62.00986874000001, 62.55377115000001), (63.64157597000001, 64.18547838), (79.95864827000001, 80.50255068), (88.11718442, 89.74889165), (90.83669647, 91.92450129000001), (103.3464519, 103.89035431)]"
Robbery136_x264,No Annotation,34.5,36.15,"[(18.439773179999996, 24.946362419999996), (27.657441269999996, 28.199657039999995), (30.549258709999997, 35.79067782), (35.971416409999996, 36.152155)]"
Robbery137_x264,No Annotation,13.5,72.38,"[(3.98656489, 4.34846488), (5.79606484, 7.60556479), (7.967464779999999, 8.691264760000001), (10.50076471, 10.8626647), (13.03406464, 13.757864620000001), (34.02426406, 34.38616405), (34.74806404, 36.195664), (37.64326396, 38.36706394), (38.72896393, 39.45276391), (40.53846388, 41.98606384), (45.24316375, 45.60506374), (62.97626326, 63.33816325), (72.02376301, 72.385663)]"
